"FROM","TO","n"
"086101","080305",62
"086101","080505",12
"086101","080602",19
"086101","080603",15
"086101","080604",104
"086101","080701",42
"086101","080704",121
"086101","080805",13
"086101","086201",221
"086101","146501",163
"086101","247701",10
"086101","302117",20
"086101","306401",102
"086101","321001",90
"086101","326201",48
"086201","020301",26
"086201","021101",11
"086201","021604",21
"086201","026201",11
"086201","026401",152
"086201","046101",17
"086201","080201",40
"086201","080202",19
"086201","080204",22
"086201","080205",11
"086201","080206",161
"086201","080302",13
"086201","080401",354
"086201","080404",47
"086201","080405",22
"086201","080407",31
"086201","080504",21
"086201","080505",69
"086201","080704",13
"086201","080801",16
"086201","080805",164
"086201","080806",12
"086201","080903",328
"086201","080904",11
"086201","080905",65
"086201","080906",542
"086201","080907",226
"086201","080908",11
"086201","080909",163
"086201","081002",32
"086201","081004",10
"086201","081007",13
"086201","081102",168
"086201","081104",23
"086201","081106",15
"086201","081110",13
"086201","086101",46
"086201","126101",43
"086201","146501",334
"086201","166101",13
"086201","226101",11
"086201","246901",18
"086201","301204",15
"086201","301901",11
"086201","302107",18
"086201","302108",26
"086201","302109",15
"086201","302117",16
"086201","302902",13
"086201","306401",175
"100101","022503",394
"100101","026401",35
"100101","080201",105
"100101","100102",262
"100101","100103",52
"100101","100104",6015
"100101","100105",41
"100101","100106",38
"100101","100107",65
"100101","100108",53
"100101","100802",39
"100101","101010",56
"100101","101201",23
"100101","101205",146
"100101","101601",11
"100101","101901",16
"100101","102003",16
"100101","106101",521
"100101","106201",226
"100101","126101",23
"100101","141802",14
"100101","146501",226
"100101","160502",31
"100101","166101",20
"100101","181801",12
"100101","246601",11
"100101","246701",12
"100101","246801",11
"100101","246901",29
"100101","302109",25
"100101","306401",22
"100102","022503",73
"100102","100101",933
"100102","100104",1009
"100102","100105",17
"100102","100107",12
"100102","101010",26
"100102","101205",22
"100102","106101",135
"100102","106201",61
"100102","146501",34
"100103","100101",209
"100103","100102",34
"100103","100104",121
"100103","100610",10
"100103","100802",57
"100103","100803",19
"100103","106101",104
"100103","106201",34
"100103","146501",11
"100104","022503",34
"100104","100101",142
"100104","100107",10
"100104","100908",11
"100104","101201",38
"100104","101205",19
"100104","106101",30
"100104","106201",16
"100104","146501",46
"100105","022503",24
"100105","100101",286
"100105","100102",17
"100105","100104",436
"100105","100107",29
"100105","106101",35
"100105","146501",16
"100106","100101",96
"100106","100104",162
"100106","100107",78
"100106","100902",19
"100106","101709",19
"100106","106101",31
"100107","022503",35
"100107","026401",10
"100107","100101",293
"100107","100102",16
"100107","100104",657
"100107","100105",18
"100107","100106",95
"100107","100304",10
"100107","100902",11
"100107","101205",10
"100107","101709",11
"100107","106101",58
"100107","106201",10
"100107","146501",29
"100108","100101",461
"100108","100102",44
"100108","100103",14
"100108","100104",446
"100108","100107",38
"100108","100108",317
"100108","100301",80
"100108","100302",102
"100108","100304",20
"100108","100802",45
"100108","100804",12
"100108","101205",11
"100108","101901",48
"100108","106101",199
"100108","146501",34
"100201","026401",10
"100201","046301",14
"100201","080905",19
"100201","100202",65
"100201","100204",54
"100201","100205",67
"100201","100206",182
"100201","100207",46
"100201","100209",18
"100201","100210",83
"100201","100211",73
"100201","100401",30
"100201","100402",12
"100201","100405",24
"100201","100406",16
"100201","100408",18
"100201","102003",40
"100201","102008",22
"100201","106101",372
"100201","140401",22
"100201","143207",22
"100201","146201",39
"100201","146501",336
"100201","246101",12
"100201","306401",21
"100202","046301",12
"100202","100201",193
"100202","100205",18
"100202","100211",62
"100202","106101",69
"100202","146501",54
"100203","100201",47
"100203","100204",18
"100203","106101",19
"100204","100201",348
"100204","100204",104
"100204","100206",33
"100204","100207",11
"100204","100208",11
"100204","100401",23
"100204","100402",10
"100204","102002",23
"100204","106101",182
"100204","146201",10
"100204","146501",78
"100204","226201",13
"100205","080905",18
"100205","100201",268
"100205","100206",22
"100205","106101",61
"100205","146501",27
"100205","246101",11
"100206","100201",734
"100206","100204",19
"100206","100207",18
"100206","100210",22
"100206","100211",17
"100206","100401",10
"100206","106101",126
"100206","146501",53
"100206","226201",14
"100207","041811",10
"100207","100201",134
"100207","100206",21
"100207","106101",34
"100207","146501",16
"100208","041811",11
"100208","100201",196
"100208","100204",39
"100208","100206",20
"100208","100207",18
"100208","106101",61
"100208","146501",30
"100209","100201",142
"100209","100202",15
"100209","100211",32
"100209","106101",33
"100209","146501",18
"100209","246101",12
"100210","100201",246
"100210","100206",21
"100210","100207",15
"100210","106101",41
"100210","140401",21
"100210","146501",35
"100210","246101",11
"100211","046301",32
"100211","100201",305
"100211","100202",86
"100211","100209",23
"100211","100211",167
"100211","106101",106
"100211","140403",22
"100211","146201",12
"100211","146501",82
"100301","100101",22
"100301","100104",47
"100301","100108",71
"100301","100302",262
"100301","100303",11
"100301","100802",33
"100301","100804",30
"100301","100807",10
"100301","101901",60
"100301","106101",121
"100301","146501",17
"100302","026401",20
"100302","100101",23
"100302","100104",24
"100302","100301",67
"100302","100302",733
"100302","100303",48
"100302","100304",13
"100302","100305",47
"100302","100801",10
"100302","100802",295
"100302","100804",201
"100302","100805",35
"100302","100807",23
"100302","101103",10
"100302","101401",14
"100302","101901",322
"100302","101904",71
"100302","106101",921
"100302","106201",17
"100302","126101",15
"100302","146501",132
"100302","247501",11
"100303","100301",25
"100303","100302",258
"100303","100304",49
"100303","100802",15
"100303","100804",12
"100303","100807",18
"100303","101401",13
"100303","101901",217
"100303","101903",14
"100303","101904",35
"100303","106101",187
"100303","146501",14
"100303","241304",24
"100304","100101",42
"100304","100104",75
"100304","100106",52
"100304","100107",52
"100304","100302",66
"100304","100303",54
"100304","100802",21
"100304","101401",19
"100304","101405",12
"100304","101703",10
"100304","101709",22
"100304","101901",92
"100304","101904",12
"100304","106101",99
"100304","146501",24
"100304","241304",17
"100305","100302",58
"100305","100801",66
"100305","100802",26
"100305","100806",46
"100305","100807",11
"100305","102004",12
"100305","106101",123
"100305","146501",13
"100401","100201",36
"100401","100402",35
"100401","100403",61
"100401","100404",18
"100401","100405",126
"100401","100406",20
"100401","100408",10
"100401","101105",44
"100401","102002",65
"100401","102003",79
"100401","102006",34
"100401","102008",29
"100401","106101",315
"100401","146501",83
"100401","302107",14
"100402","100201",36
"100402","100204",10
"100402","100401",104
"100402","100403",11
"100402","100405",50
"100402","102002",50
"100402","106101",73
"100402","146501",12
"100403","100401",74
"100403","100406",17
"100403","102002",44
"100403","102003",10
"100403","102006",24
"100403","106101",61
"100403","146501",15
"100403","302107",11
"100404","100201",17
"100404","100401",85
"100404","100405",32
"100404","102002",78
"100404","102003",12
"100404","106101",110
"100404","146501",15
"100404","300901",16
"100404","300904",20
"100405","100201",21
"100405","100401",347
"100405","100402",20
"100405","100403",25
"100405","101105",55
"100405","102002",191
"100405","102003",39
"100405","102006",38
"100405","102008",11
"100405","106101",207
"100405","146501",36
"100405","246101",18
"100406","100201",24
"100406","100401",35
"100406","102002",18
"100406","102003",48
"100406","102008",35
"100406","102009",21
"100406","106101",149
"100406","146501",18
"100406","302107",21
"100407","026401",10
"100407","100401",66
"100407","101104",12
"100407","101105",41
"100407","102002",22
"100407","106101",91
"100408","100201",73
"100408","100401",46
"100408","100403",10
"100408","100405",21
"100408","102002",31
"100408","106101",64
"100408","146501",16
"100501","100201",12
"100501","100502",29
"100501","100503",33
"100501","100504",14
"100501","100505",11
"100501","100506",37
"100501","100507",48
"100501","100508",18
"100501","100509",52
"100501","100510",28
"100501","101501",19
"100501","102001",13
"100501","102008",32
"100501","106101",377
"100501","106301",94
"100501","126101",18
"100501","140504",13
"100501","142801",28
"100501","142807",47
"100501","142808",13
"100501","146501",422
"100501","306401",11
"100502","100406",10
"100502","100501",57
"100502","102001",20
"100502","102008",27
"100502","106101",110
"100502","146501",33
"100503","100501",77
"100503","106101",34
"100503","146501",19
"100504","100501",84
"100504","102001",54
"100504","102008",62
"100504","102103",12
"100504","106101",209
"100504","146501",64
"100504","302107",17
"100505","100501",28
"100505","106101",31
"100505","140404",14
"100505","142805",22
"100505","142807",12
"100505","146501",24
"100506","100501",73
"100506","106101",45
"100506","142801",11
"100506","142807",26
"100506","146501",44
"100507","100501",372
"100507","100502",14
"100507","100509",18
"100507","101010",19
"100507","102008",10
"100507","106101",140
"100507","106301",23
"100507","142807",11
"100507","146501",115
"100508","100501",122
"100508","100509",17
"100508","101010",11
"100508","101506",14
"100508","102001",32
"100508","102008",48
"100508","102103",10
"100508","106101",214
"100508","106301",110
"100508","146501",191
"100509","100501",227
"100509","101010",12
"100509","101501",17
"100509","101508",15
"100509","106101",373
"100509","106301",226
"100509","126101",11
"100509","140504",21
"100509","142102",15
"100509","142801",24
"100509","142807",20
"100509","142808",10
"100509","143201",10
"100509","143801",11
"100509","146501",363
"100509","246901",18
"100510","100201",18
"100510","100501",133
"100510","100502",20
"100510","106101",69
"100510","146501",38
"100602","026401",13
"100602","040701",10
"100602","100603",60
"100602","100607",71
"100602","100610",19
"100602","100801",13
"100602","102003",18
"100602","102008",18
"100602","102102",14
"100602","106101",1382
"100602","126101",10
"100602","146501",136
"100602","306401",40
"100603","100602",57
"100603","100610",50
"100603","100611",11
"100603","101002",16
"100603","101607",11
"100603","106101",549
"100603","146501",76
"100603","306401",14
"100607","100602",61
"100607","100603",29
"100607","100607",528
"100607","101601",20
"100607","101607",21
"100607","101610",57
"100607","102003",36
"100607","102008",34
"100607","102101",128
"100607","102102",47
"100607","102105",20
"100607","106101",1789
"100607","106301",10
"100607","141704",11
"100607","146201",11
"100607","146501",252
"100607","306401",48
"100608","102003",11
"100608","102008",18
"100608","102101",10
"100608","106101",441
"100608","146501",62
"100610","100603",11
"100610","100610",180
"100610","100611",10
"100610","100802",60
"100610","100805",10
"100610","106101",755
"100610","146501",66
"100611","100610",241
"100611","100611",195
"100611","100802",12
"100611","101002",25
"100611","106101",642
"100611","106201",37
"100611","146501",43
"100701","026401",10
"100701","100704",468
"100701","100708",31
"100701","102003",11
"100701","106101",49
"100701","146501",17
"100701","260503",208
"100701","266101",12
"100702","046301",47
"100702","100702",289
"100702","100704",394
"100702","101601",10
"100702","102003",13
"100702","106101",131
"100702","140608",31
"100702","142302",13
"100702","142306",28
"100702","146501",128
